name,bbox,score,order_pre,order_final
ava_obj_0_5105.jpg,"[0, 0, 480, 480]",2,2,3
ava_obj_0_5105.jpg,"[48, 0, 336, 288]",0,0,0
ava_obj_0_5105.jpg,"[256, 48, 640, 432]",0,0,0
ava_obj_0_5105.jpg,"[192, 0, 576, 384]",0,0,0
ava_obj_0_5105.jpg,"[116, 56, 500, 440]",3,1,2
ava_obj_0_5105.jpg,"[40, 31, 424, 415]",0,0,0
ava_obj_0_5105.jpg,"[0, 0, 640, 480]",1,1,0
ava_obj_0_5105.jpg,"[0, 0, 384, 288]",0,0,0
ava_obj_0_5105.jpg,"[256, 48, 640, 336]",0,0,0
ava_obj_0_5105.jpg,"[139, 121, 587, 457]",1,2,0
ava_obj_0_5105.jpg,"[100, 38, 484, 326]",0,0,0
ava_obj_0_5105.jpg,"[182, 70, 566, 358]",0,0,0
ava_obj_0_5105.jpg,"[0, 0, 360, 480]",1,3,0
ava_obj_0_5105.jpg,"[280, 0, 640, 480]",0,0,0
ava_obj_0_5105.jpg,"[96, 0, 456, 480]",0,0,0
ava_obj_0_5105.jpg,"[0, 0, 215, 288]",0,0,0
ava_obj_0_5105.jpg,"[192, 19, 537, 479]",0,0,0
ava_obj_0_5105.jpg,"[56, 16, 401, 476]",1,2,0
ava_obj_0_5105.jpg,"[0, 48, 640, 408]",1,2,0
ava_obj_0_5105.jpg,"[0, 0, 512, 288]",0,0,0
ava_obj_0_5105.jpg,"[0, 0, 384, 216]",0,0,0
ava_obj_0_5105.jpg,"[83, 209, 531, 461]",4,1,1
ava_obj_0_5105.jpg,"[156, 25, 540, 241]",0,0,0
ava_obj_0_5105.jpg,"[52, 50, 436, 266]",0,0,0
ava_obj_0_5090.jpg,"[168, 0, 594, 427]",0,0,0
ava_obj_0_5090.jpg,"[42, 0, 468, 427]",4,1,1
ava_obj_0_5090.jpg,"[168, 168, 424, 424]",0,0,0
ava_obj_0_5090.jpg,"[84, 168, 340, 424]",0,0,0
ava_obj_0_5090.jpg,"[242, 21, 626, 405]",0,0,0
ava_obj_0_5090.jpg,"[4, 10, 388, 394]",2,2,3
ava_obj_0_5090.jpg,"[42, 0, 611, 427]",1,2,0
ava_obj_0_5090.jpg,"[126, 168, 467, 424]",0,0,0
ava_obj_0_5090.jpg,"[185, 0, 640, 341]",0,0,0
ava_obj_0_5090.jpg,"[0, 42, 455, 383]",1,3,0
ava_obj_0_5090.jpg,"[206, 97, 590, 385]",0,0,0
ava_obj_0_5090.jpg,"[83, 5, 467, 293]",1,1,0
ava_obj_0_5090.jpg,"[210, 0, 530, 427]",0,0,0
ava_obj_0_5090.jpg,"[126, 0, 446, 427]",1,2,0
ava_obj_0_5090.jpg,"[294, 0, 614, 427]",0,0,0
ava_obj_0_5090.jpg,"[42, 0, 362, 427]",3,3,2
ava_obj_0_5090.jpg,"[126, 168, 318, 424]",0,0,0
ava_obj_0_5090.jpg,"[0, 10, 311, 424]",1,1,0
ava_obj_0_5090.jpg,"[0, 67, 640, 427]",1,2,0
ava_obj_0_5090.jpg,"[42, 168, 426, 384]",1,4,0
ava_obj_0_5090.jpg,"[84, 0, 596, 288]",1,1,0
ava_obj_0_5090.jpg,"[126, 210, 510, 426]",0,0,0
ava_obj_0_5090.jpg,"[185, 102, 633, 354]",1,5,0
ava_obj_0_5090.jpg,"[102, 5, 486, 221]",1,3,0
ava_obj_0_354404.jpg,"[92, 93, 462, 463]",0,0,0
ava_obj_0_354404.jpg,"[138, 92, 415, 369]",0,0,0
ava_obj_0_354404.jpg,"[92, 0, 462, 370]",0,0,0
ava_obj_0_354404.jpg,"[92, 138, 369, 415]",1,5,0
ava_obj_0_354404.jpg,"[14, 27, 398, 411]",1,4,0
ava_obj_0_354404.jpg,"[157, 40, 541, 424]",0,0,0
ava_obj_0_354404.jpg,"[0, 92, 493, 462]",1,2,0
ava_obj_0_354404.jpg,"[23, 0, 640, 463]",0,0,0
ava_obj_0_354404.jpg,"[92, 138, 462, 415]",3,1,2
ava_obj_0_354404.jpg,"[92, 46, 462, 323]",0,0,0
ava_obj_0_354404.jpg,"[46, 186, 416, 463]",4,3,1
ava_obj_0_354404.jpg,"[166, 0, 550, 288]",0,0,0
ava_obj_0_354404.jpg,"[92, 0, 439, 463]",0,0,0
ava_obj_0_354404.jpg,"[230, 138, 438, 415]",0,0,0
ava_obj_0_354404.jpg,"[138, 184, 346, 461]",2,1,3
ava_obj_0_354404.jpg,"[184, 92, 392, 369]",0,0,0
ava_obj_0_354404.jpg,"[244, 0, 589, 460]",0,0,0
ava_obj_0_354404.jpg,"[1, 1, 346, 461]",1,2,0
ava_obj_0_354404.jpg,"[0, 92, 640, 452]",1,2,0
ava_obj_0_354404.jpg,"[92, 92, 476, 308]",0,0,0
ava_obj_0_354404.jpg,"[46, 46, 558, 334]",0,0,0
ava_obj_0_354404.jpg,"[0, 247, 384, 463]",1,1,0
ava_obj_0_354404.jpg,"[191, 107, 575, 323]",0,0,0
ava_obj_0_354404.jpg,"[191, 148, 639, 400]",0,0,0
ava_obj_0_522016.jpg,"[195, 0, 507, 312]",0,0,0
ava_obj_0_522016.jpg,"[78, 0, 469, 391]",1,1,0
ava_obj_0_522016.jpg,"[195, 39, 429, 273]",0,0,0
ava_obj_0_522016.jpg,"[195, 79, 507, 391]",1,6,0
ava_obj_0_522016.jpg,"[214, 1, 598, 385]",0,0,0
ava_obj_0_522016.jpg,"[11, 4, 395, 388]",1,2,0
ava_obj_0_522016.jpg,"[78, 0, 495, 312]",1,1,0
ava_obj_0_522016.jpg,"[195, 39, 507, 273]",0,0,0
ava_obj_0_522016.jpg,"[156, 79, 573, 391]",0,0,0
ava_obj_0_522016.jpg,"[47, 74, 431, 362]",1,2,0
ava_obj_0_522016.jpg,"[223, 0, 607, 288]",0,0,0
ava_obj_0_522016.jpg,"[248, 50, 632, 338]",0,0,0
ava_obj_0_522016.jpg,"[195, 0, 429, 312]",0,0,0
ava_obj_0_522016.jpg,"[234, 0, 527, 391]",0,0,0
ava_obj_0_522016.jpg,"[234, 39, 409, 273]",0,0,0
ava_obj_0_522016.jpg,"[78, 0, 371, 391]",1,1,0
ava_obj_0_522016.jpg,"[347, 2, 626, 374]",0,0,0
ava_obj_0_522016.jpg,"[2, 5, 281, 377]",1,2,0
ava_obj_0_522016.jpg,"[0, 0, 640, 360]",4,2,1
ava_obj_0_522016.jpg,"[156, 39, 540, 254]",0,0,0
ava_obj_0_522016.jpg,"[182, 129, 566, 345]",0,0,0
ava_obj_0_522016.jpg,"[90, 85, 602, 373]",3,4,2
ava_obj_0_522016.jpg,"[74, 135, 458, 351]",2,3,3
ava_obj_0_522016.jpg,"[49, 67, 433, 283]",1,1,0
ava_obj_0_494763.jpg,"[126, 0, 552, 427]",1,1,0
ava_obj_0_494763.jpg,"[210, 0, 466, 256]",1,2,0
ava_obj_0_494763.jpg,"[294, 0, 635, 341]",0,0,0
ava_obj_0_494763.jpg,"[84, 0, 425, 341]",3,3,2
ava_obj_0_494763.jpg,"[294, 0, 550, 256]",0,0,0
ava_obj_0_494763.jpg,"[9, 39, 393, 423]",1,4,0
ava_obj_0_494763.jpg,"[71, 0, 640, 427]",1,1,0
ava_obj_0_494763.jpg,"[42, 0, 497, 341]",1,4,0
ava_obj_0_494763.jpg,"[168, 0, 509, 256]",1,3,0
ava_obj_0_494763.jpg,"[294, 0, 635, 256]",0,0,0
ava_obj_0_494763.jpg,"[126, 42, 467, 298]",1,2,0
ava_obj_0_494763.jpg,"[32, 90, 416, 378]",0,0,0
ava_obj_0_494763.jpg,"[168, 0, 488, 427]",1,2,0
ava_obj_0_494763.jpg,"[294, 0, 614, 427]",0,0,0
ava_obj_0_494763.jpg,"[252, 0, 508, 341]",0,0,0
ava_obj_0_494763.jpg,"[294, 0, 486, 256]",0,0,0
ava_obj_0_494763.jpg,"[126, 0, 382, 341]",2,1,3
ava_obj_0_494763.jpg,"[15, 4, 326, 418]",1,3,0
ava_obj_0_494763.jpg,"[0, 0, 640, 360]",4,2,1
ava_obj_0_494763.jpg,"[126, 0, 510, 216]",1,1,0
ava_obj_0_494763.jpg,"[126, 84, 510, 300]",0,0,0
ava_obj_0_494763.jpg,"[256, 0, 640, 216]",0,0,0
ava_obj_0_494763.jpg,"[103, 135, 615, 423]",0,0,0
ava_obj_0_494763.jpg,"[227, 80, 611, 296]",0,0,0
