name,bbox,score,order_pre,order_final
ava_obj_1_695834.jpg,"[0, 292, 348, 640]",0,0,0
ava_obj_1_695834.jpg,"[0, 0, 436, 436]",2,2,3
ava_obj_1_695834.jpg,"[88, 292, 436, 640]",0,0,0
ava_obj_1_695834.jpg,"[43, 379, 304, 640]",0,0,0
ava_obj_1_695834.jpg,"[172, 43, 433, 304]",3,1,2
ava_obj_1_695834.jpg,"[29, 90, 290, 351]",0,0,0
ava_obj_1_695834.jpg,"[0, 313, 436, 640]",1,2,0
ava_obj_1_695834.jpg,"[86, 43, 434, 304]",1,1,0
ava_obj_1_695834.jpg,"[43, 430, 304, 626]",0,0,0
ava_obj_1_695834.jpg,"[88, 258, 436, 519]",0,0,0
ava_obj_1_695834.jpg,"[22, 26, 283, 221]",0,0,0
ava_obj_1_695834.jpg,"[130, 342, 391, 537]",0,0,0
ava_obj_1_695834.jpg,"[0, 43, 436, 624]",1,2,0
ava_obj_1_695834.jpg,"[43, 292, 304, 640]",0,0,0
ava_obj_1_695834.jpg,"[172, 0, 433, 348]",4,1,1
ava_obj_1_695834.jpg,"[129, 43, 390, 391]",0,0,0
ava_obj_1_695834.jpg,"[103, 194, 364, 542]",0,0,0
ava_obj_1_695834.jpg,"[110, 227, 415, 633]",0,0,0
ava_obj_1_695834.jpg,"[0, 387, 436, 632]",0,0,0
ava_obj_1_695834.jpg,"[0, 172, 436, 417]",0,0,0
ava_obj_1_695834.jpg,"[0, 43, 436, 288]",1,1,0
ava_obj_1_695834.jpg,"[0, 258, 436, 503]",1,2,0
ava_obj_1_695834.jpg,"[156, 466, 417, 612]",0,0,0
ava_obj_1_695834.jpg,"[116, 171, 421, 342]",0,0,0
ava_obj_0_948349.jpg,"[0, 0, 592, 592]",2,1,3
ava_obj_0_948349.jpg,"[237, 0, 592, 355]",1,2,0
ava_obj_0_948349.jpg,"[0, 0, 355, 355]",0,0,0
ava_obj_0_948349.jpg,"[177, 59, 532, 414]",0,0,0
ava_obj_0_948349.jpg,"[118, 0, 473, 355]",0,0,0
ava_obj_0_948349.jpg,"[89, 156, 503, 570]",0,0,0
ava_obj_0_948349.jpg,"[0, 0, 592, 444]",4,1,1
ava_obj_0_948349.jpg,"[237, 59, 592, 325]",1,2,0
ava_obj_0_948349.jpg,"[118, 0, 473, 266]",0,0,0
ava_obj_0_948349.jpg,"[51, 80, 406, 346]",0,0,0
ava_obj_0_948349.jpg,"[112, 196, 467, 462]",0,0,0
ava_obj_0_948349.jpg,"[154, 425, 509, 691]",0,0,0
ava_obj_0_948349.jpg,"[118, 0, 538, 560]",0,0,0
ava_obj_0_948349.jpg,"[278, 59, 592, 479]",0,0,0
ava_obj_0_948349.jpg,"[236, 0, 550, 420]",1,2,0
ava_obj_0_948349.jpg,"[0, 0, 420, 560]",0,0,0
ava_obj_0_948349.jpg,"[0, 0, 314, 420]",1,1,0
ava_obj_0_948349.jpg,"[93, 143, 448, 616]",0,0,0
ava_obj_0_948349.jpg,"[0, 0, 592, 333]",3,2,2
ava_obj_0_948349.jpg,"[177, 59, 532, 258]",0,0,0
ava_obj_0_948349.jpg,"[0, 59, 355, 258]",1,1,0
ava_obj_0_948349.jpg,"[181, 207, 536, 406]",0,0,0
ava_obj_0_948349.jpg,"[169, 380, 524, 579]",0,0,0
ava_obj_0_948349.jpg,"[62, 306, 476, 538]",0,0,0
ava_obj_1_6954.jpg,"[144, 0, 624, 480]",1,2,0
ava_obj_1_6954.jpg,"[96, 0, 480, 384]",0,0,0
ava_obj_1_6954.jpg,"[256, 48, 640, 432]",0,0,0
ava_obj_1_6954.jpg,"[240, 0, 528, 288]",1,1,0
ava_obj_1_6954.jpg,"[71, 87, 455, 471]",0,0,0
ava_obj_1_6954.jpg,"[3, 6, 387, 390]",0,0,0
ava_obj_1_6954.jpg,"[0, 0, 640, 480]",4,2,1
ava_obj_1_6954.jpg,"[96, 48, 480, 336]",0,0,0
ava_obj_1_6954.jpg,"[240, 0, 624, 288]",1,1,0
ava_obj_1_6954.jpg,"[112, 128, 496, 416]",0,0,0
ava_obj_1_6954.jpg,"[7, 122, 391, 410]",0,0,0
ava_obj_1_6954.jpg,"[225, 115, 609, 403]",0,0,0
ava_obj_1_6954.jpg,"[144, 0, 504, 480]",1,1,0
ava_obj_1_6954.jpg,"[240, 0, 600, 480]",1,2,0
ava_obj_1_6954.jpg,"[48, 0, 408, 480]",0,0,0
ava_obj_1_6954.jpg,"[336, 0, 624, 384]",0,0,0
ava_obj_1_6954.jpg,"[105, 13, 450, 473]",0,0,0
ava_obj_1_6954.jpg,"[8, 2, 353, 462]",0,0,0
ava_obj_1_6954.jpg,"[0, 0, 640, 360]",3,1,2
ava_obj_1_6954.jpg,"[0, 96, 640, 456]",0,0,0
ava_obj_1_6954.jpg,"[144, 96, 528, 312]",2,2,3
ava_obj_1_6954.jpg,"[73, 30, 457, 246]",0,0,0
ava_obj_1_6954.jpg,"[246, 252, 630, 468]",0,0,0
ava_obj_1_6954.jpg,"[51, 154, 499, 406]",0,0,0
ava_obj_0_501391.jpg,"[0, 0, 443, 444]",1,1,0
ava_obj_0_501391.jpg,"[0, 0, 266, 266]",0,0,0
ava_obj_0_501391.jpg,"[365, 0, 720, 355]",0,0,0
ava_obj_0_501391.jpg,"[176, 0, 619, 444]",0,0,0
ava_obj_0_501391.jpg,"[132, 0, 398, 266]",1,2,0
ava_obj_0_501391.jpg,"[284, 6, 716, 438]",0,0,0
ava_obj_0_501391.jpg,"[0, 0, 473, 355]",1,1,0
ava_obj_0_501391.jpg,"[0, 0, 355, 266]",0,0,0
ava_obj_0_501391.jpg,"[129, 0, 720, 444]",0,0,0
ava_obj_0_501391.jpg,"[143, 28, 575, 352]",2,2,3
ava_obj_0_501391.jpg,"[154, 117, 586, 441]",0,0,0
ava_obj_0_501391.jpg,"[275, 43, 707, 367]",0,0,0
ava_obj_0_501391.jpg,"[0, 0, 333, 444]",0,0,0
ava_obj_0_501391.jpg,"[88, 0, 421, 444]",1,1,0
ava_obj_0_501391.jpg,"[454, 0, 720, 355]",0,0,0
ava_obj_0_501391.jpg,"[176, 0, 509, 444]",1,2,0
ava_obj_0_501391.jpg,"[374, 22, 688, 440]",0,0,0
ava_obj_0_501391.jpg,"[292, 13, 606, 431]",0,0,0
ava_obj_0_501391.jpg,"[0, 0, 720, 405]",4,2,1
ava_obj_0_501391.jpg,"[0, 0, 432, 243]",3,1,2
ava_obj_0_501391.jpg,"[0, 88, 432, 331]",0,0,0
ava_obj_0_501391.jpg,"[155, 34, 587, 277]",0,0,0
ava_obj_0_501391.jpg,"[255, 87, 687, 330]",0,0,0
ava_obj_0_501391.jpg,"[73, 105, 577, 388]",0,0,0
ava_obj_1_751347.jpg,"[128, 0, 640, 512]",1,2,0
ava_obj_1_751347.jpg,"[102, 0, 511, 409]",0,0,0
ava_obj_1_751347.jpg,"[102, 103, 511, 512]",1,1,0
ava_obj_1_751347.jpg,"[153, 51, 460, 358]",0,0,0
ava_obj_1_751347.jpg,"[229, 101, 613, 485]",0,0,0
ava_obj_1_751347.jpg,"[25, 7, 409, 391]",0,0,0
ava_obj_1_751347.jpg,"[0, 32, 640, 512]",3,1,2
ava_obj_1_751347.jpg,"[128, 0, 640, 384]",0,0,0
ava_obj_1_751347.jpg,"[102, 51, 486, 339]",0,0,0
ava_obj_1_751347.jpg,"[122, 164, 506, 452]",0,0,0
ava_obj_1_751347.jpg,"[54, 133, 438, 421]",4,2,1
ava_obj_1_751347.jpg,"[224, 143, 608, 431]",0,0,0
ava_obj_1_751347.jpg,"[102, 0, 486, 512]",1,1,0
ava_obj_1_751347.jpg,"[255, 0, 639, 512]",0,0,0
ava_obj_1_751347.jpg,"[0, 0, 384, 512]",0,0,0
ava_obj_1_751347.jpg,"[204, 103, 511, 512]",0,0,0
ava_obj_1_751347.jpg,"[0, 204, 230, 511]",0,0,0
ava_obj_1_751347.jpg,"[168, 3, 513, 463]",1,2,0
ava_obj_1_751347.jpg,"[0, 0, 640, 360]",0,0,0
ava_obj_1_751347.jpg,"[0, 102, 640, 462]",1,1,0
ava_obj_1_751347.jpg,"[0, 296, 384, 512]",0,0,0
ava_obj_1_751347.jpg,"[0, 224, 512, 512]",2,2,3
ava_obj_1_751347.jpg,"[166, 59, 614, 311]",0,0,0
ava_obj_1_751347.jpg,"[102, 148, 486, 364]",0,0,0
